Id,SalePrice
1589,110697.07160130754
1590,133750.67199500412
1591,95025.28126736319
1592,128309.23102210091
1593,112262.15752320316
1594,150705.633719489
1595,128402.35800022821
1596,234121.19287306737
1597,200803.39971025207
1598,207829.01160457404
1599,180159.96476838668
1600,167269.98473066467
1601,70220.77531197948
1602,117909.6357378723
1603,69311.58591182544
1604,276981.4636925567
1605,238461.55442447006
1606,166013.1219807328
1607,164282.44613651015
1608,195833.18476759334
1609,187175.7680389489
1610,153399.52516422822
1611,138899.6351761343
1612,190598.22291515494
1613,170459.8498793982
1614,137610.35026004753
1615,100328.54669206697
1616,78713.37184750142
1617,97871.00145501552
1618,124504.99518092853
1619,133224.63514822163
1620,189074.1479009667
1621,145106.08477811443
1622,147987.89718402122
1623,263521.5049536831
1624,214967.46897256534
1625,109479.61518706092
1626,177340.60689766487
1627,188975.31595772895
1628,282640.0635983246
1629,174803.17995323942
1630,351156.629428162
1631,237939.2816245378
1632,248653.7548085204
1633,166878.14308274526
1634,187787.45345849972
1635,174537.92597918017
1636,154303.8854511851
1637,203814.88984004385
1638,185301.94274834756
1639,185731.04588657868
1640,248582.33205570548
1641,188688.22217853207
1642,242730.34071420348
1643,219979.84802658024
1644,234686.83490051675
1645,219950.04964718228
1646,158637.2849885836
1647,156416.34350434478
1648,131159.88389307528
1649,137869.52949604532
1650,119528.7711729964
1651,128429.79486817737
1652,97904.08364322716
1653,96950.74299755428
1654,142903.82485177304
1655,126193.59300934667
1656,141729.7494277708
1657,146142.45134717727
1658,146089.6577213024
1659,106476.71305155437
1660,163460.83721031868
1661,417675.8779591451
1662,398776.6128523131
1663,377691.93846358557
1664,487413.95721799415
1665,330757.06720812793
1666,321297.8565120398
1667,351492.0484833872
1668,353370.4390152808
1669,324498.1137686196
1670,355520.6931031988
1671,251623.24425220117
1672,406875.0002800911
1673,279060.87769712455
1674,243654.12209321518
1675,199720.80066088965
1676,201377.61386013523
1677,206951.6139608868
1678,471830.7263869104
1679,362140.03304547525
1680,353342.19487072015
1681,290554.7185155785
1682,304530.8476119567
1683,188475.22794920884
1684,170919.57208607433
1685,176807.90065594672
1686,164178.76984369906
1687,170113.19604480127
1688,189812.6783562297
1689,190784.1824731635
1690,190708.7918927926
1691,179714.68685126738
1692,261277.35191125382
1693,166437.57878200544
1694,181215.89385275776
1695,160640.87539971495
1696,257830.40169544128
1697,162285.12889690444
1698,338626.83299722895
1699,306000.48318956967
1700,262719.2160918095
1701,286971.17399866297
1702,237752.36124833685
1703,231144.55681903765
1704,267169.46373623546
1705,241836.49812456698
1706,193586.15152752795
1707,224098.57217556925
1708,191017.29356599972
1709,268693.89539088676
1710,218583.69703229255
1711,262215.10925279727
1712,258487.78616427258
1713,259437.0927490763
1714,218474.33898925706
1715,201951.51558616624
1716,169502.47850784005
1717,166024.6042435959
1718,135913.8642253168
1719,210820.1617348216
1720,241512.82015150125
1721,150550.8154816274
1722,122439.18699083649
1723,157117.25208963596
1724,211465.25613304248
1725,234104.093306949
1726,189607.03729016142
1727,150629.12135160246
1728,165003.51090043393
1729,165638.12438993546
1730,156670.41463363898
1731,115908.39153619552
1732,123732.77223824573
1733,115735.0956925372
1734,119020.65643103549
1735,121072.72163927888
1736,101101.90876224525
1737,282609.03613108414
1738,251573.72504124377
1739,254112.62734797742
1740,217153.13541545597
1741,182975.28684390482
1742,177524.33541284653
1743,173937.09369827405
1744,311819.21611062397
1745,212754.8146366299
1746,220174.77215417364
1747,216247.26318453962
1748,228948.50869502343
1749,157974.41330701407
1750,136127.435067327
1751,240681.14214221484
1752,114518.6435192583
1753,157738.8227640405
1754,203151.6732681079
1755,177373.9324710734
1756,131801.57641257904
1757,115151.58832093814
1758,160665.17199290512
1759,162197.76568238306
1760,164104.58887409864
1761,158466.142953688
1762,189202.23311148927
1763,186773.8011837922
1764,111475.70782469463
1765,183427.72046551984
1766,187599.05545179674
1767,215730.53233781215
1768,145192.81439329343
1769,162384.8348890795
1770,140032.62994471262
1771,133832.42766271043
1772,138803.84097047418
1773,128057.90685229338
1774,156476.7348835026
1775,132420.23028733974
1776,124784.33523436726
1777,101942.14208130229
1778,143233.3316885534
1779,114607.78534450245
1780,167377.73355289653
1781,125913.30548250099
1782,92663.20475538241
1783,151571.52797438414
1784,107386.49278738536
1785,135129.46827784527
1786,142394.47924706666
1787,164327.73123444885
1788,62368.376414415005
1789,101709.84670652969
1790,79187.73178245543
1791,191984.0367983256
1792,159388.12985604288
1793,120713.6318437662
1794,156288.3324295244
1795,127738.11985924137
1796,128764.3012782978
1797,124744.52652306895
1798,125918.68612077244
1799,102418.08883978972
1800,138741.85717015187
1801,137203.65786594574
1802,124657.47649146666
1803,161470.55753640924
1804,139276.0787073602
1805,131445.62555381254
1806,126890.13283596217
1807,137596.28932143212
1808,119518.56358391748
1809,125120.81843813244
1810,145293.7277592118
1811,95184.9382564988
1812,105520.39002203922
1813,130746.34565134482
1814,90791.07800547458
1815,58975.66216674376
1816,89493.44087187003
1817,126314.73540424244
1818,166035.02456560562
1819,145048.32132079228
1820,39858.59000419066
1821,106903.4669760136
1822,151194.20227405132
1823,19369.06309655067
1824,131022.3178369781
1825,145287.03155510884
1826,106107.28428266436
1827,100193.39661774957
1828,140990.97175868973
1829,134538.61718877626
1830,146115.93130281245
1831,144786.71677369712
1832,71587.37482489196
1833,148951.07229799434
1834,125649.52555577861
1835,124566.05399594121
1836,135522.02527899382
1837,79296.18502002743
1838,111559.86024997689
1839,105056.21267655194
1840,154685.01662133366
1841,139026.11041751673
1842,85066.03624537768
1843,130750.93094959855
1844,153973.16339289938
1845,147805.66364102217
1846,151503.9856885137
1847,180822.22840572972
1848,57240.59905557039
1849,115191.24360354603
1850,112743.7801086977
1851,147982.2849104461
1852,118256.55330729936
1853,133194.40354345497
1854,157636.99491414527
1855,145730.71094774752
1856,214086.93011398183
1857,152583.71872917053
1858,154585.4351679395
1859,116377.12203537617
1860,144785.9241807924
1861,115198.5315344204
1862,280651.6329486149
1863,273429.435236951
1864,273443.21271935035
1865,362915.20904636744
1866,349728.69234488317
1867,221444.73210251486
1868,284841.9930584215
1869,200827.20513774385
1870,220086.06525064717
1871,255217.3868190092
1872,174347.8503834447
1873,224450.73295772937
1874,151428.63999994475
1875,197935.36667285045
1876,199165.83810250525
1877,207297.44449498094
1878,200108.6576443416
1879,136778.18371202305
1880,134800.8357899899
1881,236291.34379984072
1882,246025.74251685417
1883,189598.51471850742
1884,201072.93562665087
1885,244489.6913297126
1886,289161.17904561356
1887,211490.93970925632
1888,259848.9179572815
1889,168968.54452395227
1890,105486.05414265278
1891,133218.377012523
1892,99679.29893639877
1893,127074.75060904122
1894,121439.51859972252
1895,140811.19764863612
1896,131075.37754721276
1897,116484.23759528522
1898,104837.67820778002
1899,161286.89880510757
1900,151939.41479526204
1901,172003.51073008368
1902,166362.88539565695
1903,208109.1977322079
1904,162158.0465414675
1905,193226.30533993017
1906,172810.8997546386
1907,219906.43689070677
1908,108330.8866760311
1909,133468.5693943643
1910,119098.30241281426
1911,219060.8504983933
1912,310691.4115849252
1913,164043.25522712202
1914,48128.069307366444
1915,328361.7245567284
1916,58248.669227018705
1917,240344.27008734833
1918,136475.00100244733
1919,175219.85829198826
1920,168503.75402246148
1921,379123.4642288043
1922,341097.2018658906
1923,222808.04768356058
1924,214749.6917144192
1925,198536.01558655553
1926,376526.955228624
1927,131230.62707890267
1928,168012.19862786797
1929,120999.79385276305
1930,130443.892291856
1931,146858.5119860034
1932,143189.79194952076
1933,198074.70262682537
1934,183771.5147448413
1935,167660.46906178002
1936,203359.2118864713
1937,179675.87213889803
1938,177324.4226343099
1939,265066.4127427281
1940,209041.70861619525
1941,168793.68530322917
1942,180848.70687030407
1943,229697.4747043307
1944,354490.6176112336
1945,398535.7389907582
1946,157410.64077340014
1947,127108.21650818951
1948,165743.54258541137
1949,242750.96509653496
1950,186156.656525731
1951,254242.21580145304
1952,211933.4695663759
1953,169542.89077814997
1954,185322.74936582524
1955,134607.11461758008
1956,291097.5563854096
1957,160989.3542062779
1958,279523.58930640446
1959,142266.08476010224
1960,117277.59757767798
1961,119283.63087747761
1962,98665.9283293468
1963,105517.33082948912
1964,116861.12262378275
1965,135584.4431332054
1966,126547.56042189266
1967,294511.3227228015
1968,384630.50969121093
1969,384873.9059602535
1970,410864.8611951512
1971,467524.11152871186
1972,376195.4393165284
1973,271876.3733861039
1974,323386.32582070434
1975,536459.6423248108
1976,267859.6621267098
1977,344544.40370767517
1978,337329.21154145687
1979,338817.0644090731
1980,192463.92187330223
1981,366114.3413549877
1982,219606.98230655433
1983,207168.28684860916
1984,184047.54018552683
1985,220969.53855399767
1986,203857.69167354584
1987,204550.50804305365
1988,174470.43791938672
1989,190692.9923040071
1990,207955.28262949063
1991,225309.89750242213
1992,222373.78730892827
1993,167283.4305410264
1994,232953.8165283876
1995,179872.6796488874
1996,278283.74177584064
1997,349068.75407329074
1998,316986.75258771656
1999,287522.32438398787
2000,313202.0459075908
2001,269639.4768107469
2002,237853.2355438089
2003,249736.50502466518
2004,277213.1697154988
2005,235279.0419372978
2006,225471.8690630613
2007,239798.21517502487
2008,212182.56069692457
2009,197841.7895308751
2010,189685.28904111712
2011,134705.07152692
2012,167872.34098542365
2013,182127.34111943564
2014,191832.32993580878
2015,209445.8491653094
2016,193012.43048333755
2017,191075.52015197623
2018,111319.2313874807
2019,130010.58175335213
2020,94665.75266303107
2021,100081.9430852241
2022,186977.15813133432
2023,156357.30247908572
2024,288642.87277507404
2025,373827.43301376584
2026,164884.16791542032
2027,153920.3827024205
2028,154909.06431906967
2029,167320.87743564634
2030,284320.7948776097
2031,258187.18049177856
2032,280119.83865090995
2033,279141.55545777106
2034,172827.13591541216
2035,216403.38734030773
2036,207739.6404288753
2037,211789.71445338806
2038,363077.3999653387
2039,225723.85092649405
2040,320671.7371330031
2041,278911.34832338686
2042,204275.7287936359
2043,178925.72824836493
2044,179918.4703939268
2045,201690.90962193045
2046,138775.10835432357
2047,149213.96167149273
2048,141367.29836645426
2049,147760.42641182852
2050,170342.65800438388
2051,101186.07481298634
2052,121546.51648849949
2053,145869.5218194381
2054,90182.9299703706
2055,167228.898552424
2056,136828.65943136255
2057,112007.17950778782
2058,215296.21442373493
2059,133664.67723714426
2060,179351.47434511344
2061,176186.37310178473
2062,128131.63192113308
2063,105311.13890546208
2064,135296.33741518925
2065,120054.15958451158
2066,173835.61313884892
2067,120576.02281139014
2068,150044.15460632218
2069,89392.70641927015
2070,108194.05007363534
2071,102270.05326382203
2072,155775.5197257513
2073,130652.947625137
2074,173978.17075356017
2075,159320.48284219508
2076,114587.3434205174
2077,151550.87104992731
2078,132181.605746584
2079,130201.68880334275
2080,108067.24461813988
2081,127345.03317017182
2082,135151.80673837874
2083,156623.2252602108
2084,101405.60144235133
2085,114339.21082300473
2086,112252.20584532383
2087,131553.65007962892
2088,110733.02638265117
2089,67790.73972722053
2090,130033.57400719202
2091,98945.74099899353
2092,136075.044424759
2093,151440.15350468745
2094,110731.78329244645
2095,147118.5602582213
2096,76940.70756716841
2097,98438.93691210473
2098,158137.89727433605
2099,52511.14844323514
2100,106707.44530480818
2101,113827.77774114875
2102,118286.1162933959
2103,100086.64129119762
2104,142483.28850250415
2105,136282.11889353784
2106,86537.84613968444
2107,205054.94493275805
2108,113520.04438305186
2109,118807.29404573685
2110,137167.10128919437
2111,131277.4816521061
2112,151477.12681425983
2113,131063.79442740991
2114,117272.00097264737
2115,166765.52460815766
2116,119504.891984771
2117,157798.06100118533
2118,117647.08575901468
2119,106747.37597338838
2120,114117.38811538466
2121,105527.01486789745
2122,116537.41950700164
2123,76774.73190859969
2124,166912.39922408888
2125,148082.7616552976
2126,153999.68763096246
2127,158398.46920784033
2128,129953.6175857528
2129,81561.95289823579
2130,129369.22616538132
2131,132214.319452648
2132,116571.96156878427
2133,116397.05021045863
2134,113651.92937481446
2135,82496.15353510423
2136,68089.44228294371
2137,107618.32512929598
2138,129198.65364037112
2139,147972.2636373113
2140,142802.18615332062
2141,157994.80528100854
2142,127054.10308977868
2143,152359.71433472878
2144,122446.153202378
2145,132772.08835835778
2146,164381.97481245227
2147,155286.83197530554
2148,119511.43258781645
2149,137384.1096773297
2150,216871.7841814506
2151,118758.64912526245
2152,191495.55377787858
2153,177784.8760931234
2154,102653.44964673942
2155,133677.4041763192
2156,268503.6770967793
2157,223653.62257533887
2158,233435.2200885165
2159,207771.22818461794
2160,189522.25785138342
2161,232384.79452333253
2162,390511.76537213824
2163,357650.0894703788
2164,251760.78585686875
2165,200525.22674510634
2166,158260.58668810548
2167,220850.15812510837
2168,192583.0259807614
2169,198468.3182782039
2170,212021.2433972048
2171,157226.59156219667
2172,137195.224009715
2173,166133.66044549964
2174,224871.26920912383
2175,301195.7305728459
2176,306653.6369709094
2177,240202.0021118934
2178,217925.38612349014
2179,138137.5031450116
2180,216542.6887064486
2181,190511.3530980851
2182,210342.01508569418
2183,187159.34548677408
2184,120491.9827962423
2185,137177.83697704278
2186,147337.0932963899
2187,149866.18846543093
2188,156129.54583762406
2189,310816.33431422804
2190,70371.00706363702
2191,66339.01593032025
2192,83180.25275104537
2193,118505.4705257703
2194,86089.74124451134
2195,109044.57694562856
2196,117026.94518991477
2197,127987.68125897324
2198,144872.51500819228
2199,152859.52866200183
2200,154014.63842656443
2201,152487.61559930205
2202,209326.81139004976
2203,148676.79954581356
2204,189156.5056220703
2205,131411.92709151367
2206,148958.45666465553
2207,221829.05708964783
2208,244759.12483992457
2209,254493.83802927524
2210,122857.14540946222
2211,107825.57065229001
2212,113571.42147026867
2213,102778.36341318703
2214,146205.51823826582
2215,99972.49697176683
2216,167902.42251605054
2217,84534.62296483242
2218,73212.40739976759
2219,73121.54799882777
2220,44964.340623163705
2221,329175.33597159124
2222,287301.25016138173
2223,274161.14271326363
2224,203485.01590760573
2225,119997.0348137347
2226,204426.83230897947
2227,189352.72793745474
2228,269675.96534675773
2229,253945.19021010463
2230,152822.0996290523
2231,213062.82466823986
2232,176061.63909486233
2233,189629.54278470267
2234,244379.3702519994
2235,232503.07130077056
2236,249375.73787063512
2237,303181.5526217231
2238,192537.15603858235
2239,114011.62582749572
2240,163521.57768897805
2241,150087.86653506444
2242,123831.35763801547
2243,134673.52319794038
2244,116252.8228203759
2245,120361.5827713366
2246,141258.35044521056
2247,116851.16467100207
2248,125361.79007334687
2249,122470.05196127217
2250,127110.95977596412
2251,139133.43031859642
2252,185371.98766252416
2253,149596.0062732822
2254,176315.7345666767
2255,185419.7323581542
2256,174684.74459466335
2257,216086.59298528833
2258,151544.9693312478
2259,177018.76111671928
2260,142996.60369427095
2261,214228.523026887
2262,235354.718447487
2263,358529.967490336
2264,449222.6386300578
2265,162246.34881789458
2266,335563.1181862949
2267,364873.2382798934
2268,452993.65251361317
2269,150099.63305021456
2270,187627.41939222347
2271,210652.65218310262
2272,197167.1284211814
2273,156498.3785184464
2274,182469.39493959383
2275,163593.4498811482
2276,192690.4289987145
2277,186370.5578999342
2278,145802.26826532715
2279,138495.69188823743
2280,118779.54892867964
2281,164283.81884459904
2282,181131.55656957757
2283,108023.11700561656
2284,127757.83382253928
2285,134233.94943129597
2286,124588.61927807258
2287,386207.230099645
2288,287717.35426546296
2289,339727.6645727508
2290,444267.44951815135
2291,335820.51906714693
2292,441084.3198139483
2293,456706.648930383
2294,397981.8895427482
2295,481503.5039905847
2296,284223.4036986627
2297,353527.16239196924
2298,352923.27728320286
2299,343464.3850211568
2300,319083.7419044537
2301,314157.60486986185
2302,248588.05296176253
2303,245001.87503486063
2304,262266.51439218654
2305,212537.64448950993
2306,197440.0223545828
2307,199589.4189380507
2308,225899.52588138846
2309,313839.1974966347
2310,222991.92461585806
2311,207714.78785418972
2312,190233.56008270156
2313,171420.8850832276
2314,181638.86815666239
2315,192365.7504924295
2316,208165.87727593002
2317,187314.42660859218
2318,193397.03446415637
2319,190501.12157316206
2320,189280.94323268352
2321,239857.4719080319
2322,193754.4909857002
2323,194323.67294901446
2324,169560.844608384
2325,215522.07714932854
2326,169164.7769608402
2327,202803.00819639044
2328,218745.8454693376
2329,191211.32463474484
2330,180947.55970466344
2331,339738.4708735763
2332,408967.52721999225
2333,319237.56772490055
2334,267225.1027388138
2335,295390.7481593193
2336,324017.20671766275
2337,200499.25780672123
2338,263979.4086426386
2339,219727.12426994237
2340,430665.0545117592
2341,212555.32634926523
2342,233293.77864043153
2343,221660.2923907073
2344,213552.17450681666
2345,233890.19076389735
2346,221833.3666452779
2347,200850.10884395763
2348,249004.83796121512
2349,205222.7813138465
2350,308870.87926766486
2351,268586.945761232
2352,241449.2693157544
2353,241443.7070549458
2354,149344.3670317006
2355,144558.48441943616
2356,157747.60463987832
2357,188177.97066974538
2358,198194.6531070646
2359,127101.21830698883
2360,112568.32048031698
2361,145164.3938787846
2362,259448.61862249178
2363,147917.95483172394
2364,154196.5389626168
2365,210717.6388235837
2366,195245.17166496936
2367,222827.44660055963
2368,223555.67187277862
2369,222979.08579105913
2370,169995.40640441407
2371,174865.9849087499
2372,183248.8385567877
2373,278294.0385840359
2374,306706.04509922763
2375,240600.60761764122
2376,276365.1322277734
2377,329309.0692069036
2378,127167.2066075373
2379,219059.8482221036
2380,144750.69243393806
2381,164467.1910717735
2382,191615.96705761866
2383,192153.672485952
2384,233294.61756688618
2385,153021.61354298843
2386,127065.07264476613
2387,132054.94600699766
2388,102740.47189186592
2389,112512.06089378851
2390,141172.39451789105
2391,149794.96962584602
2392,108706.46952099865
2393,158771.40502318268
2394,151807.85865392484
2395,213507.28839009057
2396,140532.2179846912
2397,212794.42047297375
2398,130162.41516704598
2399,68196.16532655401
2400,68725.02443183125
2401,115289.09131882516
2402,134084.76644250867
2403,143933.12052141
2404,158453.44453473797
2405,158750.94764197234
2406,134017.2500259655
2407,127634.58307062383
2408,128431.25170716096
2409,120330.35857609294
2410,180815.09084992576
2411,110676.13631976109
2412,158856.989580637
2413,127337.78934246238
2414,159707.83341693375
2415,134356.5535393707
2416,117090.84652791097
2417,121597.89103094561
2418,123404.39430529429
2419,137169.92929665107
2420,123273.78442493157
2421,154802.11307142169
2422,100054.79575648319
2423,128131.10098941962
2424,153399.09828018493
2425,224712.9697065949
2426,144276.9047209813
2427,136849.30993576103
2428,185304.10403387842
2429,104326.56700337383
2430,129881.47741898094
2431,98324.27951507947
2432,155689.93104266078
2433,154187.3911499951
2434,146025.61816508067
2435,173246.44256469602
2436,103625.79436327388
2437,95613.18793778596
2438,122474.19952963688
2439,104999.45003431485
2440,123041.74755017966
2441,98447.45638139691
2442,99068.05561377808
2443,124648.40253058114
2444,124531.2783831612
2445,90581.97945995738
2446,141753.1673160775
2447,195051.09246968187
2448,130334.05966661891
2449,115672.35473262772
2450,151489.01738620992
2451,132583.6198015343
2452,190939.11745046574
2453,93276.40930471399
2454,126714.50504726934
2455,114577.51862530148
2456,138045.0694675325
2457,134902.84085629246
2458,128304.06275135817
2459,109981.06057434634
2460,136584.06807758298
2461,124406.41059250578
2462,141972.96294957947
2463,124119.7651023537
2464,183024.18815359223
2465,137863.9347368697
2466,115068.81441450349
2467,133736.6031782438
2468,84313.0772665529
2469,83678.66504842145
2470,202489.853646603
2471,204581.83181227144
2472,175525.5511200367
2473,125015.70749980587
2474,101943.83824415912
2475,202388.45497654166
2476,113058.745575976
2477,116279.67197920522
2478,160446.53302588468
2479,107695.8168870425
2480,160664.0113256957
2481,120153.15220056823
2482,118385.76877976813
2483,111011.8421870535
2484,122151.93180625825
2485,121174.12097759469
2486,161811.80504647378
2487,191978.40583893645
2488,149394.72406210197
2489,153113.04934812034
2490,143328.1281544124
2491,83868.42012355282
2492,180568.51833948513
2493,154138.2228674121
2494,151612.58656336047
2495,89755.5077342626
2496,223508.25766745268
2497,152535.3422743841
2498,105352.90938379151
2499,90788.25801938701
2500,117764.00782360259
2501,137421.10734318127
2502,161362.34085622113
2503,112586.14684444541
2504,179723.93921431378
2505,214106.54417241056
2506,254153.34090409544
2507,280115.1676621095
2508,254456.60412663507
2509,210037.67368615835
2510,216606.49079503262
2511,170979.32975308076
2512,212372.02368675734
2513,218536.26269010195
2514,273033.63679947524
2515,156501.38329217373
2516,168520.86449040208
2517,151837.26068467755
2518,152451.4886319909
2519,238351.36393786664
2520,218804.18298364515
2521,186008.83027682468
2522,218363.29526712175
2523,121376.54688052385
2524,144730.16815807243
2525,152911.25464894855
2526,146821.41394988447
2527,116168.4869379438
2528,135565.3102813327
2529,146853.18675405422
2530,128799.43780886495
2531,248260.76523746125
2532,220518.1708801069
2533,193923.96586572542
2534,239602.98308524338
2535,287630.73689365457
2536,223060.51448332844
2537,241395.90733499863
2538,192999.6021600498
2539,183012.9916452951
2540,191437.5840424386
2541,176219.3190648422
2542,174739.48371141418
2543,136982.89537941923
2544,123196.7178363493
2545,132824.38836888724
2546,117064.35044311968
2547,140808.32416228091
2548,161668.26903843056
2549,163911.01155087934
2550,703471.000627975
2551,145894.79792050447
2552,130889.32012405072
2553,55519.72675945998
2554,78064.22805931212
2555,102549.15318308547
2556,98878.08339075102
2557,107730.97640604484
2558,159367.83273532265
2559,157775.96077197514
2560,155427.309484189
2561,147449.17634872164
2562,148145.3034999321
2563,156032.10819577432
2564,192780.06099089363
2565,137804.04954648766
2566,186740.75186991823
2567,148145.87436125719
2568,210785.28994803515
2569,216050.18681039015
2570,116989.36790051195
2571,215438.971031636
2572,162521.3063483807
2573,227745.77540062822
2574,333575.84495659906
2575,130352.92687494657
2576,136030.89801690233
2577,169274.0078897815
2578,76055.20023229967
2579,56456.10782506065
2580,96089.48953194113
2581,117123.98293201043
2582,115797.67718944616
2583,289922.5453818259
2584,175103.7868987239
2585,196092.1761514999
2586,214433.36555722475
2587,200318.16799425753
2588,135352.13776189915
2589,145902.02495953473
2590,201353.86932410093
2591,219571.3884128789
2592,217065.1978944973
2593,264156.7221852683
2594,170352.23041813303
2595,215725.46278871308
2596,280867.42169362336
2597,199204.67098681783
2598,273255.40523799695
2599,390040.2200739466
2600,169343.0504450437
2601,134598.5823583387
2602,87337.7725805863
2603,102400.93749511737
2604,95447.86122015637
2605,82580.34161562433
2606,153091.71568827413
2607,204891.7648463977
2608,198147.75102058638
2609,170091.07786620245
2610,113998.4978554495
2611,147287.6905824772
2612,162003.07344816046
2613,122787.52667520105
2614,118612.14606284446
2615,144749.47761488412
2616,143005.19287497367
2617,205239.91026097132
2618,220001.64477483783
2619,200055.10621740564
2620,184010.86849067954
2621,175742.67060541015
2622,179859.9168254547
2623,241166.94077832694
2624,281099.7772072359
2625,306215.7336039081
2626,168479.3867588726
2627,183615.44426645443
2628,453838.0244318253
2629,516484.114986629
2630,391582.52112540905
2631,487678.87968321634
2632,413164.78078067733
2633,331796.23346661887
2634,412350.255496767
2635,160744.75144449933
2636,177728.4464976149
2637,200223.08816386666
2638,257409.06031084617
2639,188490.96806711977
2640,148296.53995493767
2641,106055.60771749032
2642,185994.39957999732
2643,106586.57791194216
2644,120128.34799576955
2645,108602.59995357563
2646,94803.99382001319
2647,107230.71246857398
2648,135622.7934240332
2649,153111.46865890938
2650,120084.30392702649
2651,137002.8386646933
2652,403554.2275361969
2653,249516.54207384743
2654,265871.827878112
2655,393012.4676302909
2656,341714.3817790909
2657,380767.8147567986
2658,318881.1603002853
2659,318813.59256823774
2660,352267.8824870413
2661,374234.89174619305
2662,376305.235477834
2663,274070.7396865124
2664,305370.1784838131
2665,344201.12077279127
2666,315953.16725622385
2667,183093.90420526266
2668,186682.31927454195
2669,192399.4753503794
2670,278267.933252529
2671,192765.62202934356
2672,197293.5513864012
2673,196409.04612267305
2674,192986.7174064647
2675,185664.0367818558
2676,189318.9527665854
2677,201055.81935207613
2678,250217.55306784125
2679,281669.2662177205
2680,294845.90219349304
2681,416956.2486961194
2682,316967.7670058028
2683,466361.581842686
2684,323575.90563178924
2685,320209.6834124586
2686,253506.52347592273
2687,298954.9021338617
2688,224436.83808548588
2689,217151.1341115363
2690,402634.6075419279
2691,192023.15499424352
2692,142202.564646488
2693,205956.19120859625
2694,142276.60362103424
2695,189651.59464623977
2696,181231.39715551547
2697,187229.30091103655
2698,198268.91798783606
2699,171156.32240899617
2700,148304.90844610182
2701,142528.37545954098
2702,104141.24620844392
2703,113969.39567431365
2704,137000.0136475116
2705,117951.2491500745
2706,98674.60484905062
2707,108087.2597062714
2708,132095.0765914625
2709,106825.81882926292
2710,126376.64153538094
2711,291650.6632370696
2712,379894.0155127749
2713,157363.29652152106
2714,146863.9627729706
2715,175050.14325534657
2716,138729.69155640824
2717,188321.14146287154
2718,216830.00172184227
2719,146074.94498564285
2720,163967.92078647777
2721,128564.16886121623
2722,173677.60481316183
2723,142076.23372430418
2724,133206.91252213024
2725,127963.0563746374
2726,148728.3132118325
2727,168647.62352924809
2728,165758.36057574852
2729,147414.49243560806
2730,147545.33600212797
2731,110901.29619027865
2732,134388.7279461362
2733,158488.78939776725
2734,142549.23005167325
2735,137577.89671404817
